"Family","Subfamily","Tribe","Species","Haploid Number","Sex Chromosome System","Reference"
"Drosophilidae","","","Drosophila starmeri",6,"not reported","Wasserman, M. and Koepfer, H.R., 1979. Cytogenetics of the South American Drosophila mulleri complex: the martensis cluster. More interspecific sharing of inversions. Genetics, 93(4), pp.935-946., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
"Drosophilidae","","","Drosophila sternopleuralis",4,"not reported","Okada, T. and Kurokawa, H., 1957. New or little known species of Drosophilidae of Japan (Diptera). Kontyu, 25, pp.2-12., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
"Drosophilidae","","","Drosophila sticta",6,"XY","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila sticta",6,"XY","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila stonei",4,"XY","Pipkin, S.B., 1956. Two new species of the Drosophila subgenus Pholadoris and a redescription of Drosophila hypocausta Osten-Sacken. Proc. Entmol. Soc. Wash, 58, pp.251-258., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila sturtevanti",3,"XY","Wharton, L.T., 1943. An analysis of the metaphase and salivary chromosome morphology within the genus Drosophila.Univ. Texas Publ.,4313, pp.282-319., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
"Drosophilidae","","","Drosophila sturtevanti",3,"not reported","Sturtevant, A.H., 1942. The classification of the genus Drosophila, with descriptions of nine species.Univ Texas Publ,4213, pp.5-51., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila sturtevanti",3,"not reported","Dobzhansky, T. and Pavan, C., 1943. Chromosome complements of some South-Brazilian species of Drosophila.Proceedings of the National Academy of Sciences of the United States of America,29(11), p.368., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila subarctica",6,"not reported","Lakovaara, S. and Sorsa, M. (1970).  Distrib ution and the chromosomal characteristics of a newly described species. Drosophila inf. Serv. 45, 69., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
"Drosophilidae","","","Drosophila subbadia",6,"XY","King, J.C., 1947. A comparative analysis of the chromosomes of the guarani group of Drosophila. Evolution, pp.48-62., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
"Drosophilidae","","","Drosophila subbadia",5,"not reported","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-405., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila subfunebris",6,"XY","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-362., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila submacroptera",5,"XY","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-402., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
"Drosophilidae","","","Drosophila submacroptera",4,"not reported","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila submacroptera",4,"not reported","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila submacroptera",4,"not reported","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila submacroptera",4,"not reported","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila submacroptera",4,"not reported","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila subobscura",6,"XY","Emmens, C.W., 1937. The morphology of the nucleus in the salivary glands of four species of Drosophila. Zeitschrift fur Zellforschung und Mikroskopische Anatomie, 26(1), pp.1-20., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
"Drosophilidae","","","Drosophila suboccidentalis",6,"not reported","Spencer, W.P., 1942. New species in the quinaria group of the subgenus Drosophila. Univ Texas Publ 4213:55-66., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila suboccidentalis",6,"XY","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-347., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
"Drosophilidae","","","Drosophila suboccidentalis",6,"XY","Sears, J.W., 1947.Relationships within the quinaria species group of Drosophila. Studies of Genetics in Drosophila V. Isolating Mechanisms. Univ. Texas Pl. 4720:137-156."
"Drosophilidae","","","Drosophila subpalustris",6,"not reported","Spencer, W.P., 1942. New species in the quinaria group of the subgenus Drosophila. Univ Texas Publ 4213:55-66., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila subpalustris",6,"XY","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-342., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
"Drosophilidae","","","Drosophila subpalustris",6,"XY","Sears, J.W., 1947.Relationships within the quinaria species group of Drosophila. Studies of Genetics in Drosophila V. Isolating Mechanisms. Univ. Texas Pl. 4720:137-156."
"Drosophilidae","","","Drosophila subquinaria",6,"XY","Spencer, W.P., 1942. New species in the quinaria group of the subgenus Drosophila. Univ Texas Publ 4213:55-66., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila subquinaria",6,"XY","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-346., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
"Drosophilidae","","","Drosophila subquinaria",6,"XY","Sears, J.W., 1947.Relationships within the quinaria species group of Drosophila. Studies of Genetics in Drosophila V. Isolating Mechanisms. Univ. Texas Pl. 4720:137-156."
"Drosophilidae","","","Drosophila subsaltans",3,"not reported","de Magalhaes, L.E., 1956. Description of four new species of the ""saltans"" group of ""Drosophila"" (Diptera). Revista Brasileira de Biologia, 16(3), pp.273-280., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
"Drosophilidae","","","Drosophila subsilvestris",6,"XY","Knight, G.R., 1956. Chromosome number and morphology ofDrosophila silvestris basden With a descriptive note on the internal genitalia of the adults. Zeitschrift fur Induktive Abstammungs-und Vererbungslehre, 87(3), pp.439-442., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
"Drosophilidae","","","Drosophila substenoptera",6,"not reported","Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila subtilis",5,"not reported","Kikkawa, H., 1938. Drosophila species of Japan and its adjacent localities. Jap J Zool, 7, pp.507-555., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
"Drosophilidae","","","Drosophila sucinea",3,"XY","Patterson, J.T. and Mainland, G.B., 1944. The Drosophilidae of Mexico. Univ. Tex. Pub, 4445, pp.9-101., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
"Drosophilidae","","","Drosophila sucinea",3,"XY","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131."
"Drosophilidae","","","Drosophila suffusca",4,"XY","Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
"Drosophilidae","","","Drosophila suffusca",4,"XY","Clayton, F.E. and Ward, C.L., (1954).  ""Chromosomal Studies of Several Species of Drosophilidae"" in Patterson, J.T. Studies in the Genetics of Drosophila V.III Articles on Genetics, Taxonomy, Cytology, and Radiation. University of Texas Publ. pp 98-117., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila sulfurigaster",4,"not reported","Mather, W.B., 1962. Patterns of chromosomal evolution in the immigrans group of Drosophila. Evolution, pp.20-26., Wilson, F.D., 1969. Cytogenetic relations in the Drosophila nasuta subgroup of the immigrans group of species. Univ. Texas Publ., 6918, pp.207-253., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila sulfurigaster albostrigata",4,"XY","Wilson, F.D., 1969. Cytogenetic relations in the Drosophila nasuta subgroup of the immigrans group of species. Univ. Texas Publ., 6918, pp.207-253., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila sulfurigaster bilimbata",4,"not reported","Patterson, J.T. and Wheeler, M.R., 1942. Description of new species of the subgenera Hirtodrosophila and Drosophila. Univ. Texas Publ. 4213:69-109, Wilson, F.D., 1969. Cytogenetic relations in the Drosophila nasuta subgroup of the immigrans group of species. Univ. Texas Publ., 6918, pp.207-253., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
"Drosophilidae","","","Drosophila suzukii",4,"XY","Kikkawa, H., 1938. Drosophila species of Japan and its adjacent localities. Jap J Zool, 7, pp.507-555., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
