Kingdom,Class,Order,Family,Genus,Species,Meiosis Type,Achiasmatic Sex,Diploid Number,Sex Chromosome System,Simplified SCS,Citation
Animalia,Arachnida,Scorpiones,Buthidae,Androctonus,bicolor bicolor,Achiasmatic,Male,24,Homomorphic sex chromosomes,,"Schneider, M.C., Zacaro, A.A., Pinto-Da-Rocha, R., Candido, D.M. and Cella, D.M., 2009. A comparative cytogenetic analysis of 2 Bothriuridae species and overview of the chromosome data of Scorpiones. Journal of Heredity, 100(5), pp.545-555."
Animalia,Arachnida,Scorpiones,Buthidae,Androctonus,bicolor longecarinatus,Achiasmatic,Male,24,Homomorphic sex chromosomes,,"Schneider, M.C., Zacaro, A.A., Pinto-Da-Rocha, R., Candido, D.M. and Cella, D.M., 2009. A comparative cytogenetic analysis of 2 Bothriuridae species and overview of the chromosome data of Scorpiones. Journal of Heredity, 100(5), pp.545-555."
Animalia,Arachnida,Scorpiones,Buthidae,Androctonus,bourdoni,Achiasmatic,Male,24,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Androctonus,crassicauda,Achiasmatic,Male,24,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Androctonus,gonneti,Achiasmatic,Male,24,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Androctonus,liouvillei,Achiasmatic,Male,24,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Androctonus,maelfaiti,Achiasmatic,Male,24,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Androctonus,mauritanicus,Achiasmatic,Male,24,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Androctonus,sergenti,Achiasmatic,Male,24,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Androctonus,tenuissimus,Achiasmatic,Male,24,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Apistobuthus,pterygocercus,Achiasmatic,Male,22,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Barbaracurus,winklerorum sp. n.,Achiasmatic,Male,,Homomorphic sex chromosomes,,"Kova?ík, F., Lowe, G. and Š?áhlavský, F., 2018. Review of the genus Babycurus Karsch, 1886 (Arachnida, Scorpiones, Buthidae), with descriptions of Barbaracurus gen. n. and two new species from Oman and Yemen. Euscorpius, 2018(267), pp.1-41."
Animalia,Arachnida,Scorpiones,Buthidae,Barbaracurus,yemenensis sp. n.,Achiasmatic,Male,,Homomorphic sex chromosomes,,"Kova?ík, F., Lowe, G. and Š?áhlavský, F., 2018. Review of the genus Babycurus Karsch, 1886 (Arachnida, Scorpiones, Buthidae), with descriptions of Barbaracurus gen. n. and two new species from Oman and Yemen. Euscorpius, 2018(267), pp.1-41."
Animalia,Arachnida,Scorpiones,Buthidae,Buthacus,macrocentrus,Achiasmatic,Male,28,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Buthacus,nigroaculeatus,Achiasmatic,Male,26,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Buthacus,stockmanni,Achiasmatic,Male,20,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Buthacus,stockmanni sp. n.,Achiasmatic,Male,20,Homomorphic sex chromosomes,,"Kova?ík, F., Lowe, G. and Š?áhlavský, F., 2016. Review of northwestern African Buthacus, with description of Buthacus stockmanni sp. n. from Morocco and Western Sahara (Scorpiones, Buthidae). Euscorpius, (236), pp.1-18."
Animalia,Arachnida,Scorpiones,Buthidae,Buthus,atlantis,Achiasmatic,Male,22,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Buthus,awashensis,Achiasmatic,Male,22,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Buthus,maroccancus,Achiasmatic,Male,22,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Buthus,pococki sp. n,Achiasmatic,Male,22,Homomorphic sex chromosomes,,"Kova?ík, F., Š?áhlavský, F. and Elmi, H.S., 2020. Scorpions of the Horn of Africa (Arachnida: Scorpiones). Part XXIII. Buthus (Buthidae), with description of two new species. Euscorpius, 2020(307), pp.1-32."
Animalia,Arachnida,Scorpiones,Buthidae,Buthus,zeylensis,Achiasmatic,Male,22,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Centruroides,baracoae,Achiasmatic,Male,26,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Centruroides,exilicauda,Achiasmatic,Male,26,Homomorphic sex chromosomes,,"Schneider, M.C., Zacaro, A.A., Pinto-Da-Rocha, R., Candido, D.M. and Cella, D.M., 2009. A comparative cytogenetic analysis of 2 Bothriuridae species and overview of the chromosome data of Scorpiones. Journal of Heredity, 100(5), pp.545-555."
Animalia,Arachnida,Scorpiones,Buthidae,Centruroides,gracilis,Achiasmatic,Male,24,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Centruroides,vittatus,Achiasmatic,Male,26,Homomorphic sex chromosomes,,"Ubinski, C.V., Carvalho, L.S. and Schneider, M.C., 2018. Mechanisms of karyotype evolution in the Brazilian scorpions of the subfamily Centruroidinae (Buthidae). Genetica, 146(6), pp.475-486."
Animalia,Arachnida,Scorpiones,Buthidae,Compsobuthus,acutecarinatus,Achiasmatic,Male,22,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Compsobuthus,arabicus,Achiasmatic,Male,22,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Compsobuthus,eritreaensis,Achiasmatic,Male,22,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Compsobuthus,eritreaensis sp. n.,Achiasmatic,Male,22,Homomorphic sex chromosomes,,"Lowe, G., 2016. Scorpions of the Horn of Africa (Arachnida: Scorpiones). Part VI. Compsobuthus Vachon, 1949 (Buthidae), with a description of C. eritreaensis sp. n. Euscorpius, (226)."
Animalia,Arachnida,Scorpiones,Buthidae,Compsobuthus,maindroni,Achiasmatic,Male,22,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Compsobuthus,matthiesseni,Achiasmatic,Male,22,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Compsobuthus,schmiedeknechti,Achiasmatic,Male,22,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Compsobuthus,turieli sp. n.,Achiasmatic,Male,22,Homomorphic sex chromosomes,,"Kova?ík, F., Lowe, G., Stockmann, M. and Š?áhlavský, F., 2020. Notes on Compsobuthus Vachon, 1949: redescription of C. arabicus Levy et al., 1973 from Arabia, and description of two new species from North Africa (Scorpiones: Buthidae). Euscorpius, 2020(298), pp.1-40."
Animalia,Arachnida,Scorpiones,Buthidae,Compsobuthus,ullrichi sp. n.,Achiasmatic,Male,22,Homomorphic sex chromosomes,,"Kova?ík, F., Lowe, G., Stockmann, M. and Š?áhlavský, F., 2020. Notes on Compsobuthus Vachon, 1949: redescription of C. arabicus Levy et al., 1973 from Arabia, and description of two new species from North Africa (Scorpiones: Buthidae). Euscorpius, 2020(298), pp.1-40."
Animalia,Arachnida,Scorpiones,Buthidae,Euscorpius,bonacinai sp. n.,Achiasmatic,Male,,Homomorphic sex chromosomes,,"Kova?ík, F. and Š?áhlavský, F., 2020. Five new species of Euscorpius Thorell, 1876 (Scorpiones: Euscorpiidae) from Albania, Greece, North Macedonia, and Serbia. Euscorpius, 2020(315), pp.1-37."
Animalia,Arachnida,Scorpiones,Buthidae,Euscorpius,janstai sp. n.,Achiasmatic,Male,112,Homomorphic sex chromosomes,,"Kova?ík, F. and Š?áhlavský, F., 2020. Five new species of Euscorpius Thorell, 1876 (Scorpiones: Euscorpiidae) from Albania, Greece, North Macedonia, and Serbia. Euscorpius, 2020(315), pp.1-37."
Animalia,Arachnida,Scorpiones,Buthidae,Euscorpius,kabateki sp. n.,Achiasmatic,Male,,Homomorphic sex chromosomes,,"Kova?ík, F. and Š?áhlavský, F., 2020. Five new species of Euscorpius Thorell, 1876 (Scorpiones: Euscorpiidae) from Albania, Greece, North Macedonia, and Serbia. Euscorpius, 2020(315), pp.1-37."
Animalia,Arachnida,Scorpiones,Buthidae,Euscorpius,sadileki sp. n.,Achiasmatic,Male,90,Homomorphic sex chromosomes,,"Kova?ík, F. and Š?áhlavský, F., 2020. Five new species of Euscorpius Thorell, 1876 (Scorpiones: Euscorpiidae) from Albania, Greece, North Macedonia, and Serbia. Euscorpius, 2020(315), pp.1-37."
Animalia,Arachnida,Scorpiones,Buthidae,Euscorpius,scheraboni sp. n. ,Achiasmatic,Male,,Homomorphic sex chromosomes,,"Kova?ík, F. and Š?áhlavský, F., 2020. Five new species of Euscorpius Thorell, 1876 (Scorpiones: Euscorpiidae) from Albania, Greece, North Macedonia, and Serbia. Euscorpius, 2020(315), pp.1-37."
Animalia,Arachnida,Scorpiones,Buthidae,Gint,gaitako sp. n.,Achiasmatic,Male,30,Homomorphic sex chromosomes,,"Kova?ík, F., Lowe, G., Plíšková, J. and Š?áhlavský, F., 2013. A new scorpion genus, Gint gen. n., from the Horn of Africa (Scorpiones: Buthidae). Euscorpius, (173), pp.1-19."
Animalia,Arachnida,Scorpiones,Buthidae,Grosphus,sp.,Achiasmatic,Male,13,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Hemilychas,alexandrinus,Achiasmatic,Male,14,Homomorphic sex chromosomes,,"Schneider, M.C., Zacaro, A.A., Pinto-Da-Rocha, R., Candido, D.M. and Cella, D.M., 2009. A comparative cytogenetic analysis of 2 Bothriuridae species and overview of the chromosome data of Scorpiones. Journal of Heredity, 100(5), pp.545-555."
Animalia,Arachnida,Scorpiones,Buthidae,Heteroctenus,abudi,Achiasmatic,Male,16,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Heteroctenus,garridoi,Achiasmatic,Male,23,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Heteroctenus,princeps,Achiasmatic,Male,16,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Hottentotta,arenaceus,Achiasmatic,Male,14,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Hottentotta,conspersus,Achiasmatic,Male,16,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Hottentotta,flavidulus,Achiasmatic,Male,24,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
Animalia,Arachnida,Scorpiones,Buthidae,Hottentotta,hottentotta,Achiasmatic,Male,16,Homomorphic sex chromosomes,,"Š?áhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Ya?mur, E.A. and Kova?ík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565."
