Database,Phyla,Class,Order,Family,Species,Original Name,Meiosis Type,Ploidy,Female Diploid,Male Diploid,Achiasmy Sex,Sex Chromosome System,SCS Notes,Citation
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura watasei,,,2,26,26,,XY,,Animal Karyotype Book 2020 (Harada et al. 1985)
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Neomys fodiens,,,2,52,52,,XY,,Animal Karyotype Book (Perelman and Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Notiosorex crawfordi,,,2,68,68,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex araneus,,,2,21,21,,complex XY,XY1Y2,Animal Karyotype Book (Serov et al. 1998)
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex araneus,,,2,20-33,20-33,,complex XY,XY1Y2,"Animal Karyotype Book 2020 (Dixhens et al. 1998, Ye et al. 2006, Biltueva et al. 2011)"
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex caecutiens,,,2,42,42,,XY,,Animal Karyotype Book (Biltueva et al. 2011)
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex coronatus,,,2,22-23,22-23,,complex XY,XY1Y2,Animal Karyotype Book 2020 (Biltueva et al. 2011)
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex granarius,,,2,36,36,,XY,,Animal Karyotype Book (Perelman et al. (Unpublished))
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex granarius,,,2,36-37,36-37,,complex XY,XY1Y2,"Animal Karyotype Book 2020 (Biltueva et al. 2011, Biltueva and Vorobieva 2012)"
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex minutus,,,2,42,42,,XY,,Animal Karyotype Book (Biltueva et al. 2011)
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex raddei,,,2,36,36,,XY,,Animal Karyotype Book (Biltueva et al. 2011)
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex tundrensis,,,2,30,30,,XY,,Animal Karyotype Book (Aniskin and Volobouev 1980)
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex tundrensis,,,2,30-35,30-35,,,,Animal Karyotype Book 2020 (Biltueva et al. 2011)
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Suncus murinus,,,2,40,40,,XY,,Animal Karyotype Book (Perelman et al. (Unpublished))
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Dymecodon pilirostris,,,2,34,34,,XY,,Animal Karyotype Book 2020 (Kawada and Obara 1999)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Euroscaptor klossi,,,2,36,36,,XY,,Animal Karyotype Book 2020 (Kawada et al. 2006)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Mogera insularis,,,2,32,32,,XY,,Animal Karyotype Book 2020 (Kawada et al. 2007)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Mogera kanoana,,,2,32,32,,XY,,Animal Karyotype Book 2020 (Kawada et al. 2007)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Neurotrichus gibbsii,,,2,34,34,,XY,,Animal Karyotype Book 2020 (Kawada et al. 2008)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Parascalops breweri,,,2,34,34,,XY,,Animal Karyotype Book (Benirschke 1969)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Parascaptor leucura,,,2,34,34,,XY,,Animal Karyotype Book 2020 (Kawada et al. 2016)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Scapanulus oweni,,,2,34,34,,XY,,Animal Karyotype Book 2020 (He et al. 2012)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Scaptonyx fusicaudus,,,2,34,34,,XY,,Animal Karyotype Book 2020 (Kawada et al. 2008)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Talpa altaica,,,2,34,34,,XY,,Animal Karyotype Book (Biltueva and Vorobieva 2012)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Talpa europaea,,,2,34,34,,XY,,Blackmon (Volleth and Muller 2006)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Talpa europaea europaea,,,2,34,34,,XY,,Animal Karyotype Book (Benirschke 1969)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Urotrichus talpoides,,,2,34,34,,XY,,Animal Karyotype Book 2020 (Kawada and Obara 1999)
Mammal,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia capensis,,,2,54,54,,XY,,Animal Karyotype Book (Pardini et al. 2007)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Brachylagus idahoensis,,,2,44,44,,XY,,Animal Karyotype Book (Robinson et al. 2002)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Bunolagus monticularis,,,2,44,44,,XY,,Animal Karyotype Book (Robinson et al. 2002)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus alleni alleni,,,2,48,48,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus americanus,,,2,48,48,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus californicus,,,2,48,48,,XY,,Animal Karyotype Book (Robinson et al. 2002)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus californicus eremicus,,,2,48,48,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus mandshuricus,,,2,48,48,,XY,,Animal Karyotype Book 2020 (Beklemisheva and Kartavtseva (Unpublished))
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus saxatilis,,,2,48,48,,XY,,Animal Karyotype Book (Robinson 1980)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus timidus,,,2,48,48,,XY,,Animal Karyotype Book 2020 (Beklemisheva et al. 2011)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus tolai,,,2,48,48,,XY,,Animal Karyotype Book 2020 (Beklemisheva and Romanenko (Unpublished))
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus townsendii,,,2,48,48,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,,,2,44,44,,XY,,Blackmon (Korstanje et al. 1999)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Pronolagus rupestris,,,2,42,42,,XY,,Animal Karyotype Book (Robinson et al. 2002)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Romerolagus diazi,,,2,48,48,,XY,,Blackmon (Robinson et al. 2002)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus aquaticus,,,2,38,38,,XY,,Animal Karyotype Book (Robinson et al. 1983)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus audubonii,,,2,42,42,,XY,,Animal Karyotype Book (Robinson et al. 1984)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus floridanus,,,2,42,42,,XY,,Animal Karyotype Book (Robinson et al. 1983)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus nuttallii,,,2,42,42,,XY,,Animal Karyotype Book (Robinson et al. 1984)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus palustris,,,2,38,38,,XY,,Animal Karyotype Book (Robinson et al. 1983)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus transitionalis,,,2,46,46,,XY,,Animal Karyotype Book (Robinson et al. 1983)
Mammal,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona forresti,,,2,54,54,,XY,,Animal Karyotype Book 2020 (Ye et al. 2011)
Mammal,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona hyperborea,,,2,40,40,,XY,,Animal Karyotype Book (Perelman and Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona hyperborea,,,2,40,40,,XY,,Blackmon (Perelman and Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona princeps,,,2,68,68,,XY,,Animal Karyotype Book (Stock 1976)
Mammal,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona rufescene rufescens,,,2,60,60,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantus rupestris,,,2,26,26,,XY,,Animal Karyotype Book 2020 (Robinson et al. 2004)
Mammal,Chordata,Mammalia,Macroscelidea,Macroscelididae,Macroscelides proboscideus,,,2,26,26,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Macroscelidea,Tenrecidae,Hemicentetes nigriceps,,,2,38,38,,XY,,Animal Karyotype Book (Benirschke 1969)
Mammal,Chordata,Mammalia,Macroscelidea,Tenrecidae,Microgale dobsoni,,,2,30,30,,XY,,Animal Karyotype Book (Benirschke 1969)
Mammal,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops australis,,,2,14,13,,XO,,Animal Karyotype Book (Gallardo and Patterson (1987))
Mammal,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus anatinus,,,2,52,52,,complex XY,X1X2X3X4X5Y1Y2Y3Y4Y5,Blackmon (Bick and Sharman 1975)
Mammal,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus aculeatus,,,2,64,63,,complex XY,X1X2X3X4X5Y1Y2Y3Y4O,Blackmon (Bick and Jackson 1967)
Mammal,Chordata,Mammalia,Monotremata,Tachyglossidae,Zaglossus bruijni,,,2,64,63,,complex XY,X1X2X3X4X5Y1Y2Y3Y4O,Animal Karyotype Book (Graves et al. (Unpublished))
Mammal,Chordata,Mammalia,Notoryctemorphia,Notoryctidae,Notoryctes typhlops,,,2,20,20,,XY,,Animal Karyotype Book (Calaby et al. 1974)
Mammal,Chordata,Mammalia,Paucituberculata,Caenolestidae,Rhyncholestes raphanurus,,,2,14,14,,XY,,Animal Karyotype Book (Gallardo and Patterson (1987))
Mammal,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon obesulus,,,2,14,14,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles nasuta,,,2,14,14,,XY,,Blackmon (Rofe 1979)
Mammal,Chordata,Mammalia,Peramelemorphia,Thylacomyidae,Macrotis lagotis,,,2,18,19,,complex XY,XY1Y2,Animal Karyotype Book (Martin and Hayman 1967)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus asinus,,,2,62,62,,XY,,Blackmon (Raudsepp and Chowdhary 1999)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus asinus somaliensis,,,2,62-64,62-64,,XY,,Animal Karyotype Book (Houck et al. 1998)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus burchelli,,,2,44,44,,XY,,Animal Karyotype Book (Trifonov et al. 2008)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus burchelli boehmi,,,2,44-45,44-45,,XY,,Animal Karyotype Book 2020 (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus caballus,,,2,64,64,,XY,,Blackmon (Bowling et al. 1997)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus grevyi,,,2,46,46,,XY,,Blackmon (Musilova et al. 2007)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus hemionus kulan,,,2,54-55,54-55,,XY,,Animal Karyotype Book (Musilova et al. 2009)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus hemionus onager,,,2,55-56,55-56,,XY,,Animal Karyotype Book (Trifonov et al. 2008)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus kiang,,,2,52,52,,XY,,Animal Karyotype Book 2020 (Musilova et al. 2009)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus prewalskii,,,2,44,44,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus prewalskii,,,2,66,66,,XY,,Animal Karyotype Book (Yang et al. 2003b)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus quagga boehmi,,,2,44-45,44-45,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus zebra,,,2,32,32,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus zebra hartmannae,,,2,32,32,,XY,,Animal Karyotype Book 2020 (Yang et al. 2003b)
Mammal,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium simum,,,2,82,82,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium simum simum,,,2,82,82,,XY,,Animal Karyotype Book (Houck et al. 1994)
Mammal,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus sumatrensis,,,2,82,82,,XY,,Animal Karyotype Book 2020 (Houck (Unpublished))
Mammal,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros bicornis,,,2,84,84,,XY,,Animal Karyotype Book (Houck et al. 1995)
Mammal,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros unicornis,,,2,82,82,,XY,,Blackmon (Houck et al. 1994)
Mammal,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus bairdii,,,2,80,80,,XY,,Animal Karyotype Book (Houck et al. 2000)
Mammal,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus indicus,,,2,52,52,,XY,,Animal Karyotype Book (Houck et al. 2000)
Mammal,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus pinchaque,,,2,76,76,,XY,,Animal Karyotype Book (Houck et al. 2000)
Mammal,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus terrestris,,,2,80,80,,XY,,Blackmon (Houck et al. 2000)
Mammal,Chordata,Mammalia,Pholidota,Manidae,Manis javanica,,,2,38,38,,XY,,Animal Karyotype Book (Nie and Yang (Unpublished))
Mammal,Chordata,Mammalia,Pholidota,Manidae,Manis pentadactyla,,,2,40,40,,XY,,Animal Karyotype Book 2020 (Nie et al. 2009)
Mammal,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus torquatus,,,2,50,50,,XY,,Animal Karyotype Book 2020 (Azevedo et al. 2012)
Mammal,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus variegatus,,,2,54,54,,XY,,Animal Karyotype Book 2020 (Azevedo et al. 2012)
Mammal,Chordata,Mammalia,Pilosa,Choloepodidae,Choloepus didactylus,,,2,53,53,,XY,,Animal Karyotype Book (Nash (Unpublished))
Mammal,Chordata,Mammalia,Pilosa,Choloepodidae,Choloepus hoffmanni,,,2,49,49,,complex XY,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Pilosa,Cyclopedidae,Cyclopes didactylus,,,2,64,64,,XY,,Animal Karyotype Book (Jorge 2000)
Mammal,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga tridactyla,,,2,60,60,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua tetradactyla,,,2,54,54,,XY,,Blackmon (Jorge et al. 1977)
Mammal,Chordata,Mammalia,Primates,Aotidae,Aotus azarae,,,2,50,49,,complex XY,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Aotidae,Aotus boliviensis,,,2,50,49,,complex XY,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Aotidae,Aotus inflatus,,,2,50,49,,complex XY,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Aotidae,Aotus lemurinus grisiemembra,,,2,54,54,,XY,,Animal Karyotype Book 2020 (Stanyon et al. 2011)
Mammal,Chordata,Mammalia,Primates,Aotidae,Aotus nancymaae,,,2,54,54,,XY,,Animal Karyotype Book (F. Garcia et al. 2002b)
Mammal,Chordata,Mammalia,Primates,Aotidae,Aotus sp.,,,2,50,49,,complex XY,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Aotidae,Aotus trivirgatus,,,2,54,54,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta arctoidea,,,2,44,44,,complex XY,X1X2Y1Y2,Animal Karyotype Book 2020 (Stanyon et al. 2011)
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta belzebul,,,2,50,49,,complex XY,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta belzebul,,,2,50,49,,XO,Y translocated to autosome,Animal Karyotype Book (Consigliere et al. .1998)
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta caraya,,,2,50,50,,XY,,Animal Karyotype Book (Bigoni and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta caraya,,,2,54,54,,complex XY,X1X2Y1Y2,Animal Karyotype Book 2020 (de Oliveira et al. 2002)
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta fusca,,,2,50,49,,complex XY,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta fusca clamitans,,,2,46,45,,complex XY,X1X2X3Y1Y2,Animal Karyotype Book 2020 (de Oliveira et al. 2002)
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta guariba,,,2,50,50,,complex XY,X1X2Y1Y2,Animal Karyotype Book 2020 (Stanyon et al. 2011)
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta palliata,,,2,54,53,,complex XY,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta sara,,,2,52,52,,complex XY,X1X2Y1Y2,Animal Karyotype Book (Stanyon et al. 1995)
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta sara,,,2,50,50,,complex XY,X1X2Y1Y2,Animal Karyotype Book 2020 (Consigliere et al. 1996)
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta seniculus,,,2,44,44,,complex XY,X1X2Y1Y2,Animal Karyotype Book (Stanyon et al. 1995)
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta seniculus macconnelli,,,2,46,46,,complex XY,X1X2Y1Y2,Animal Karyotype Book 2020 (de Oliveira et al. 2002)
Mammal,Chordata,Mammalia,Primates,Atelidae,Ateles belzebuth marginatus,,,2,34,34,,XY,,Animal Karyotype Book 2020 (de Oliveira et al. 2005)
Mammal,Chordata,Mammalia,Primates,Atelidae,Ateles geoffroyi,,,2,34,34,,XY,,Blackmon (Pieczarka et al. 1989)
Mammal,Chordata,Mammalia,Primates,Atelidae,Ateles paniscus,,,2,34,34,,XY,,Animal Karyotype Book 2020 (Pieczarka et al. 1989)
Mammal,Chordata,Mammalia,Primates,Atelidae,Brachyteles arachnoides,,,2,62,62,,XY,,Animal Karyotype Book 2020 (de Oliveira et al. 2005)
Mammal,Chordata,Mammalia,Primates,Atelidae,Lagothrix lagotricha,,,2,62,62,,XY,,Animal Karyotype Book (Stanyon et al. 2001)
Mammal,Chordata,Mammalia,Primates,Atelidae,Lagothrix ubericolor,,,2,62,62,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callimico goeldii,,,2,48,47,,complex XY,X1X2Y,Blackmon (Dumas et al. 2007)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix argentata,,,2,44,44,,XY,,Blackmon (Canavez et al. 1996)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix chrysoleuca,,,2,44,44,,XY,,Animal Karyotype Book (Nagamachi et al. 1996)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix emiliae,,,2,44,44,,XY,,Animal Karyotype Book (Nagamachi et al. 1996)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix geoffroyi,,,2,46,46,,XY,,Animal Karyotype Book 2020 (Nagamachi et al. 1997b)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix humeralifer,,,2,44,44,,XY,,Animal Karyotype Book (Nagamachi et al. 1996)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix humeralifer,,,2,46,46,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix jacchus,,,2,46,46,,XY,,Blackmon (Bigoni and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix mauesi,,,2,44,44,,XY,,Animal Karyotype Book (Nagamachi et al. 1996)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix pygmaea,,,2,44,44,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Cebuella pygmaea,,,2,44,44,,XY,,Animal Karyotype Book (Bigoni and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus chrysopygus,,,2,46,46,,XY,,Animal Karyotype Book (Seuanez et al. 1988)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus rosalia,,,2,46,46,,XY,,Blackmon (Seuanez et al. 1988)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Saguinus fusicollis,,,2,46,46,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Saguinus imperator,,,2,46,46,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Saguinus midas,,,2,46,46,,XY,,Animal Karyotype Book (Bigoni and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Saguinus mystax,,,2,46,46,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Saguinus nigricollis,,,2,46,46,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Saguinus oedipus,,,2,46,46,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Cebidae,Cebus albifrons,,,2,54,54,,XY,,Blackmon (Amaral et al. 2008)
Mammal,Chordata,Mammalia,Primates,Cebidae,Cebus albifrons albifrons,,,2,54,54,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cebidae,Cebus apella,,,2,54,54,,XY,,Animal Karyotype Book (Clemente et al. 1987)
Mammal,Chordata,Mammalia,Primates,Cebidae,Cebus apella paraguayanus,,,2,54,54,,XY,,Animal Karyotype Book 2020 (Amaral et al. 2008)
Mammal,Chordata,Mammalia,Primates,Cebidae,Cebus capucinus,,,2,54,54,,XY,,Animal Karyotype Book (Campa and Stanyon 1992)
Mammal,Chordata,Mammalia,Primates,Cebidae,Cebus olivaceus,,,2,52,52,,XY,,Animal Karyotype Book (Amaral et al. 2008)
Mammal,Chordata,Mammalia,Primates,Cebidae,Cebus olivaceus,,,2,54,54,,XY,,Animal Karyotype Book 2020 (Garcia et al. 2002a)
Mammal,Chordata,Mammalia,Primates,Cebidae,Saimiri sciureus,,,2,44,44,,XY,,Blackmon (Stanyon et al. 2000)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Allenopithecus nigroviridis,,,2,48,48,,XY,,Blackmon (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus galeritus,,,2,42,42,,XY,,Animal Karyotype Book (Bigoni and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus torquatus,,,2,42,42,,XY,,Blackmon (F. Garcia et al. 2002)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus aethiops,,,2,60,60,,XY,,Blackmon (Finelli et al. 1999)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus ascanius,,,2,66,66,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus ascanius schmidti,,,2,66,66,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus cephus,,,2,66,66,,XY,,Blackmon (Clemente et al. 1990)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus diana,,,2,58,58,,XY,,Animal Karyotype Book (Ponsa et al. 1980)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus l'hoesti,,,2,60,60,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus mitis,,,2,72,72,,XY,,Animal Karyotype Book 2020 (Bigoni and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus mona campbell,,,2,66,66,,XY,,Animal Karyotype Book (Clemente et al. 1990)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus neglectus,,,2,62,62,,XY,,Animal Karyotype Book 2020 (Stanyon et al.2005)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus nictitans,,,2,70,70,,XY,,Animal Karyotype Book (Ponsa and Eqozcue 1981)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus petaurista,,,2,66,66,,XY,,Animal Karyotype Book (Clemente et al. 1990)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus pogonias,,,2,72,72,,XY,,Animal Karyotype Book (Ponsa and Eqozcue 1981)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus talapoin,,,2,54,54,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Colobus angolensis palliatus,,,2,44,44,,XY,,Animal Karyotype Book 2020 (M. Houck (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Colobus guereza,,,2,44,44,,XY,,Animal Karyotype Book (Bigoni et al. 1997b)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Erythrocebus patas,,,2,54,54,,XY,,Blackmon (Stanyon et al. 2005)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Macaca fascicularis,,,2,42,42,,XY,,Blackmon (Ruiz-Herrera et al. 2002)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Macaca fuscata,,,2,42,42,,XY,,Animal Karyotype Book (Weinberg et al. 1992)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Macaca mulatta,,,2,42,42,,XY,,Blackmon (Bigoni and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Macaca nigra,,,2,42,42,,XY,,Animal Karyotype Book 2020 (Stanyon et al. (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Macaca sylvanus,,,2,42,42,,XY,,Animal Karyotype Book 2020 (Stanyon et al. (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus sphinx,,,2,42,42,,XY,,Animal Karyotype Book (Ponsa et al. (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Miopithecus talapoin,,,2,54,54,,XY,,Animal Karyotype Book (Ponsa et al. 1980)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Nasalis larvatus,,,2,48,48,,XY,,Blackmon et. al. 2019
