"Kingdom","Class","Order","Family","Genus","Species","Meiosis.Type","Achiasmatic.Sex","Diploid.Number","Sex.Chromosome.System","Simplified.SCS","Citation","Sci_name"
"Animalia","Insecta","Diptera","Tephritidae","Trirhithrum","coffeae","Achiasmatic Meiosis","Male","12","XY","XY","Willhoeft and Franz 1996. Comparison of the mitotic karyotypes of Ceratitits capitata, Ceratitis rosa, and Trirhithrum coffeae (Diptera: Tephritidiae) by C-banding and FISH","Trirhithrum_coffeae"
"Animalia","Insecta","Diptera","Tephritidae","Trupanea","chrysanthemifolii","Achiasmatic Meiosis","Male","12","not reported","","Frias, L. (1992). Some Aspects of the Evolutive Biology of Chilean Species of Tephritidae (Diptera). Acta Entomologica Chilena 17: 69-77.","Trupanea_chrysanthemifolii"
"Animalia","Insecta","Diptera","Tephritidae","Trupanea","foliosi","Achiasmatic Meiosis","Male","12","not reported","","Frias, L. (1992). Some Aspects of the Evolutive Biology of Chilean Species of Tephritidae (Diptera). Acta Entomologica Chilena 17: 69-77.","Trupanea_foliosi"
"Animalia","Insecta","Diptera","Tephritidae","Trupanea","footei","Achiasmatic Meiosis","Male","12","not reported","","Frias, L. (1992). Some Aspects of the Evolutive Biology of Chilean Species of Tephritidae (Diptera). Acta Entomologica Chilena 17: 69-77.","Trupanea_footei"
"Animalia","Insecta","Diptera","Tephritidae","Trupanea","thuriferae","Achiasmatic Meiosis","Male","12","not reported","","Frias, L. (1992). Some Aspects of the Evolutive Biology of Chilean Species of Tephritidae (Diptera). Acta Entomologica Chilena 17: 69-77.","Trupanea_thuriferae"
"Animalia","Insecta","Diptera","Tephritidae","Trypanaresta","marisolae","Achiasmatic Meiosis","Male","12","not reported","","Frias, L. (1992). Some Aspects of the Evolutive Biology of Chilean Species of Tephritidae (Diptera). Acta Entomologica Chilena 17: 69-77.","Trypanaresta_marisolae"
"Animalia","Insecta","Diptera","Tephritidae","Zonosemata","electa","Achiasmatic Meiosis","Male","12","XY","XY","Frias, L. (1992). Some Aspects of the Evolutive Biology of Chilean Species of Tephritidae (Diptera). Acta Entomologica Chilena 17: 69-77.","Zonosemata_electa"
"Animalia","Insecta","Diptera","Tephritidae","Zonosemata","vittigera","Achiasmatic Meiosis","Male","12","XY","XY","Frias, L. (1992). Some Aspects of the Evolutive Biology of Chilean Species of Tephritidae (Diptera). Acta Entomologica Chilena 17: 69-77.","Zonosemata_vittigera"
"Animalia","Insecta","Diptera","Thaumaleidae","Thaumalea","testacea","Achiasmatic Meiosis","Male","6","XY","XY","Wolf, E. (1941). Die Chromosomen in der Spermatogenese einiger Nematoceren. Zeitschrift fr Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma 2(1): 192-246.","Thaumalea_testacea"
"Animalia","Insecta","Diptera","Tipulidae","Tipula","maxima","Achiasmatic Meiosis","Male","","","","Wolf, K.W., 1994. How meiotic cells deal with non‐exchange chromosomes. Bioessays, 16(2), pp.107-114.","Tipula_maxima"
"Animalia","Insecta","Diptera","Ulidiidae","Camptoneura","picta","Achiasmatic Meiosis","Male","12","not reported","","Metz, C. W. (1916). Chromosome Studies on the Diptera. II. The Paired Association of Chromosomes in the Diptera, and its Significance. Journal of Experimental Zoology 21(2): 213-279.; Makino, S. (1951). An atlas of the chromosome numbers in Animals. Ames, Iowa, Iowa State College Press.","Camptoneura_picta"
"Animalia","Insecta","Diptera","Ulidiidae","Ceroxys","latiusculus","Achiasmatic Meiosis","Male","12","XY","XY","Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)","Ceroxys_latiusculus"
"Animalia","Insecta","Diptera","Ulidiidae","Ceroxys","urticae","Achiasmatic Meiosis","Male","12","XY","XY","Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)","Ceroxys_urticae"
"Animalia","Insecta","Diptera","Ulidiidae","Chaetopsis","fulvifrons","Achiasmatic Meiosis","Male","8","not reported","","Metz, C. W. (1916). Chromosome Studies on the Diptera. II. The Paired Association of Chromosomes in the Diptera, and its Significance. Journal of Experimental Zoology 21(2): 213-279.","Chaetopsis_fulvifrons"
"Animalia","Insecta","Diptera","Ulidiidae","Chaetopsis","fulvifrons","Achiasmatic Meiosis","Male","8","XY","XY","Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae); Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University.","Chaetopsis_fulvifrons"
"Animalia","Insecta","Diptera","Ulidiidae","Chaetopsis","ulvi","Achiasmatic Meiosis","Male","8","not reported","","Metz, C. W. (1916). Chromosome Studies on the Diptera. II. The Paired Association of Chromosomes in the Diptera, and its Significance. Journal of Experimental Zoology 21(2): 213-279.;","Chaetopsis_ulvi"
"Animalia","Insecta","Diptera","Ulidiidae","Delphinia","picta","Achiasmatic Meiosis","Male","12","XY","XY","Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae); Boves, J. W., J. M. van Brink and B. C. Boyes (1973). Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae). Genetica 44(4): 553-571.;","Delphinia_picta"
"Animalia","Insecta","Diptera","Ulidiidae","Euxesta","notata","Achiasmatic Meiosis","Male","12","XY","XY","Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)","Euxesta_notata"
"Animalia","Insecta","Diptera","Ulidiidae","Euxesta","notatasp.1","Achiasmatic Meiosis","Male","12","XY","XY","Boves, J. W., J. M. van Brink and B. C. Boyes (1973). Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae). Genetica 44(4): 553-571.","Euxesta_notatasp.1"
"Animalia","Insecta","Diptera","Ulidiidae","Euxesta","notatasp.2","Achiasmatic Meiosis","Male","12","XY","XY","Boves, J. W., J. M. van Brink and B. C. Boyes (1973). Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae). Genetica 44(4): 553-571.","Euxesta_notatasp.2"
"Animalia","Insecta","Diptera","Ulidiidae","Euxesta","sp1.","Achiasmatic Meiosis","Male","12","XY","XY","Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)","Euxesta_sp1."
"Animalia","Insecta","Diptera","Ulidiidae","Euxesta","sp2.","Achiasmatic Meiosis","Male","12","XY","XY","Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)","Euxesta_sp2."
"Animalia","Insecta","Diptera","Ulidiidae","Melieria","crassipennis","Achiasmatic Meiosis","Male","8","XY","XY","Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)","Melieria_crassipennis"
"Animalia","Insecta","Diptera","Ulidiidae","Melieria","crassipennisI","Achiasmatic Meiosis","Male","8","XY","XY","Boves, J. W., J. M. van Brink and B. C. Boyes (1973). Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae). Genetica 44(4): 553-571.","Melieria_crassipennisI"
"Animalia","Insecta","Diptera","Ulidiidae","Melieria","crassipennisII","Achiasmatic Meiosis","Male","8","XY","XY","Boves, J. W., J. M. van Brink and B. C. Boyes (1973). Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae). Genetica 44(4): 553-571.","Melieria_crassipennisII"
"Animalia","Insecta","Diptera","Ulidiidae","Myrmecotheca","myrmecoides","Achiasmatic Meiosis","Male","12","XY","XY","Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)","Myrmecotheca_myrmecoides"
"Animalia","Insecta","Diptera","Ulidiidae","Physiphora","aenea","Achiasmatic Meiosis","Male","10","XY","XY","Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)","Physiphora_aenea"
"Animalia","Insecta","Diptera","Ulidiidae","Pterocalla","sp.","Achiasmatic Meiosis","Male","10","XY","XY","Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)","Pterocalla_sp."
"Animalia","Insecta","Diptera","Ulidiidae","Seioptera","vibrans","Achiasmatic Meiosis","Male","6","XY","XY","Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae); Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University.","Seioptera_vibrans"
"Animalia","Insecta","Diptera","Xylomyidae","Solva","pallipes","Achiasmatic Meiosis","Male","10","XY","XY","Boyes 1973. Chromosomes of Rhagionidae, Stratiomyidae and Xylomyidae (Diptera)","Solva_pallipes"
"Animalia","Insecta","Hemiptera","Belostomatidae","Belostoma","candidulum","Achiasmatic Sex Chromosomes","Male","16","XY","XY","Gallo, R.B., Aguiar, R.C.M., Ricietto, A.P.S., Vilas-Bôas, L.A., da Silva, C.R.M., Ribeiro, J.R.I. and Da Rosa, R., 2017. A new approach to chromosomal evolution in the giant water bug (Heteroptera: Belostomatidae). Journal of Heredity, 108(2), pp.184-193.","Belostoma_candidulum"
"Animalia","Insecta","Hemiptera","Belostomatidae","Belostoma","cummings","Achiasmatic Sex Chromosomes","Male","24","XY","XY","Gallo, R.B., Aguiar, R.C.M., Ricietto, A.P.S., Vilas-Bôas, L.A., da Silva, C.R.M., Ribeiro, J.R.I. and Da Rosa, R., 2017. A new approach to chromosomal evolution in the giant water bug (Heteroptera: Belostomatidae). Journal of Heredity, 108(2), pp.184-193.","Belostoma_cummings"
"Animalia","Insecta","Hemiptera","Belostomatidae","Belostoma","dentatum","Achiasmatic Sex Chromosomes","Male","30","XXY","Complex XY","Gabriela, C.M., Papeschi, A.G. and Bressa, M.J., 2013. The significance of cytogenetics for the study of karyotype evolution and taxonomy of water bugs (Heteroptera, Belostomatidae) native to Argentina. Comparative Cytogenetics, 7(2), p.111.","Belostoma_dentatum"
"Animalia","Insecta","Hemiptera","Belostomatidae","Belostoma","dialatatum","Achiasmatic Sex Chromosomes","Male","32","XXXY","Complex XY","Gallo, R.B., Aguiar, R.C.M., Ricietto, A.P.S., Vilas-Bôas, L.A., da Silva, C.R.M., Ribeiro, J.R.I. and Da Rosa, R., 2017. A new approach to chromosomal evolution in the giant water bug (Heteroptera: Belostomatidae). Journal of Heredity, 108(2), pp.184-193.","Belostoma_dialatatum"
"Animalia","Insecta","Hemiptera","Belostomatidae","Belostoma","discretum","Achiasmatic Sex Chromosomes","Male","30","XXY","Complex XY","Gallo, R.B., Aguiar, R.C.M., Ricietto, A.P.S., Vilas-Bôas, L.A., da Silva, C.R.M., Ribeiro, J.R.I. and Da Rosa, R., 2017. A new approach to chromosomal evolution in the giant water bug (Heteroptera: Belostomatidae). Journal of Heredity, 108(2), pp.184-193.","Belostoma_discretum"
"Animalia","Insecta","Hemiptera","Belostomatidae","Belostoma","elongatum","Achiasmatic Sex Chromosomes","Male","30","XXY","Complex XY","Gabriela, C.M., Papeschi, A.G. and Bressa, M.J., 2013. The significance of cytogenetics for the study of karyotype evolution and taxonomy of water bugs (Heteroptera, Belostomatidae) native to Argentina. Comparative Cytogenetics, 7(2), p.111.","Belostoma_elongatum"
"Animalia","Insecta","Hemiptera","Belostomatidae","Belostoma","gestroi","Achiasmatic Sex Chromosomes","Male","30","XXY","Complex XY","Gabriela, C.M., Papeschi, A.G. and Bressa, M.J., 2013. The significance of cytogenetics for the study of karyotype evolution and taxonomy of water bugs (Heteroptera, Belostomatidae) native to Argentina. Comparative Cytogenetics, 7(2), p.111.","Belostoma_gestroi"
"Animalia","Insecta","Hemiptera","Belostomatidae","Belostoma","horvathi","Achiasmatic Sex Chromosomes","Male","16","XY","XY","Gallo, R.B., Aguiar, R.C.M., Ricietto, A.P.S., Vilas-Bôas, L.A., da Silva, C.R.M., Ribeiro, J.R.I. and Da Rosa, R., 2017. A new approach to chromosomal evolution in the giant water bug (Heteroptera: Belostomatidae). Journal of Heredity, 108(2), pp.184-193.","Belostoma_horvathi"
"Animalia","Insecta","Hemiptera","Belostomatidae","Belostoma","sp.","Achiasmatic Sex Chromosomes","Male","16","XY","XY","Papeschi, A.G., 1996. Sex chromosome polymorphism in a species of Belostoma (Belostomatidae, Heteroptera). Hereditas, 124(3), pp.269-274.","Belostoma_sp."
"Animalia","Insecta","Hemiptera","Belostomatidae","Belostoma","testacopallidum","Achiasmatic Sex Chromosomes","Male","32","XXXY","Complex XY","Gallo, R.B., Aguiar, R.C.M., Ricietto, A.P.S., Vilas-Bôas, L.A., da Silva, C.R.M., Ribeiro, J.R.I. and Da Rosa, R., 2017. A new approach to chromosomal evolution in the giant water bug (Heteroptera: Belostomatidae). Journal of Heredity, 108(2), pp.184-193.","Belostoma_testacopallidum"
"Animalia","Insecta","Hemiptera","Cimicidae","Acanthocrios","furnarii","Achiasmatic Meiosis","Male","12","XY","XY","Turienzo, P., 2009. Insects found in birds' nests from Argentina: cytogenetic studies in Cimicidae (Hemiptera) and its taxonomical and phylogenetic implications. Zootaxa.","Acanthocrios_furnarii"
"Animalia","Insecta","Hemiptera","Cimicidae","Cimex","lectularius","Achiasmatic Meiosis","Male","36","XXXXY","Complex XY","Grozeva, S. and Nokkala, S., 2002. Achiasmatic male meiosis in Cimex sp.(Heteroptera, Cimicidae). Caryologia, 55(3), pp.189-192.","Cimex_lectularius"
"Animalia","Insecta","Hemiptera","Cimicidae","Cyanolicimex","patagonicus","Achiasmatic Meiosis","Male","32","XY","XY","Bressa, M.J., Iorio, O.D., Zarza, M.J., Chirino, M.G., Iuri, H.A. and Turienzo, P., 2021. Behaviour, feeding and cytogenetic features of the wingless blood-sucking ectoparasite Cyanolicimex patagonicus (Heteroptera: Cimicidae). Anais da Academia Brasileira de Ciencias, 93(suppl 3), p.e20200852.","Cyanolicimex_patagonicus"
"Animalia","Insecta","Hemiptera","Cimicidae","Psitticimex","uritui","Achiasmatic Meiosis","Male","28","XY","XY","Turienzo, P., 2009. Insects found in birds' nests from Argentina: cytogenetic studies in Cimicidae (Hemiptera) and its taxonomical and phylogenetic implications. Zootaxa.","Psitticimex_uritui"
"Animalia","Insecta","Hemiptera","Coreidae","Camptischium","clavipes","Achiasmatic Meiosis","Male","20","XO","XO","Cattani, M.V., Greizerstein, E.J. and Papeschi, A.G., 2004. Male meiotic behaviour and nucleolus organizer regions in Camptischium clavipes (Fabr.)(Coreidae, Heteroptera) analyzed by fluorescent banding and in situ hybridization. Caryologia, 57(3), pp.267-273.","Camptischium_clavipes"
"Animalia","Insecta","Hemiptera","Corixidae","Cymatia","coleoptrata","Achiasmatic Meiosis","Male","24","XY","XY","Stoianova, D., Grozeva, S., Simov, N. and Kuznetsova, V., 2015. Achiasmate male meiosis in two Cymatia species (Hemiptera, Heteroptera, Corixidae). ZooKeys, (538), p.95.","Cymatia_coleoptrata"
"Animalia","Insecta","Hemiptera","Corixidae","Cymatia","rogenhoferi","Achiasmatic Meiosis","Male","34","XY","XY","Stoianova, D., Grozeva, S., Simov, N. and Kuznetsova, V., 2015. Achiasmate male meiosis in two Cymatia species (Hemiptera, Heteroptera, Corixidae). ZooKeys, (538), p.95.","Cymatia_rogenhoferi"
"Animalia","Insecta","Hemiptera","Largidae","Largus","rufipennis","Achiasmatic Sex Chromosomes","Male","14","XO","XO","BRESSA, M., PAPESCHI, A., MOLA, L. and LARRAMENDY, M., Meiotic studies in Largos rufipennis (Castelnau)(Largidae, Heteroptera). Il. ReciprocaI translocation heterozygosity.
","Largus_rufipennis"
"Animalia","Insecta","Hemiptera","Micronectidae","Micronecta","griseola","Achiasmatic Meiosis","Male","22","XY","XY","Grozeva, S., Simov, N. and Nokkala, S., 2008. Achiasmatic male meiosis in three Micronecta species (Heteroptera: Nepomorpha: Micronectidae). Comparative cytogenetics, 2(1), pp.73-78.","Micronecta_griseola"
"Animalia","Insecta","Hemiptera","Micronectidae","Micronecta","poweri","Achiasmatic Meiosis","Male","22","XY","XY","Grozeva, S., Simov, N. and Nokkala, S., 2008. Achiasmatic male meiosis in three Micronecta species (Heteroptera: Nepomorpha: Micronectidae). Comparative cytogenetics, 2(1), pp.73-78.","Micronecta_poweri"
"Animalia","Insecta","Hemiptera","Micronectidae","Micronecta","scholtzi","Achiasmatic Meiosis","Male","22","XY","XY","Grozeva, S., Simov, N. and Nokkala, S., 2008. Achiasmatic male meiosis in three Micronecta species (Heteroptera: Nepomorpha: Micronectidae). Comparative cytogenetics, 2(1), pp.73-78.","Micronecta_scholtzi"
"Animalia","Insecta","Hemiptera","Micronectidae","Tenagobia","fuscata","Achiasmatic Meiosis","Male","28","XY","XY","Ituarte, S. and Papeschi, A.G., 2004. Achiasmatic male meiosis in Tenagobia (Fuscagobia) fuscata (Stål)(Heteroptera, Corixoidea, Micronectidae). Genetica, 122(2), pp.199-206.","Tenagobia_fuscata"
"Animalia","Insecta","Hemiptera","Miridae","Calocoris","quadripunctatus","Achiasmatic Meiosis","Male","16","XY","XY","NOKKALA, S. and NOKKALA, C., 1986. Achiasmatic male meiosis of collochore type in the heteropteran family Miridae. Hereditas, 105(2), pp.193-197.","Calocoris_quadripunctatus"
"Animalia","Insecta","Hemiptera","Miridae","Capsus","ater","Achiasmatic Meiosis","Male","32","XY","XY","NOKKALA, S. and NOKKALA, C., 1986. Achiasmatic male meiosis of collochore type in the heteropteran family Miridae. Hereditas, 105(2), pp.193-197.","Capsus_ater"
"Animalia","Insecta","Hemiptera","Miridae","Myrmedobia","coleoptrata","Achiasmatic Meiosis","Male","16","XY","XY","Nokkala, S. and Grozeva, S., 2000. Achiasmatic male meiosis in Myrmedobia coleoptrata (Fn.)(Heteroptera, Microphysidae). Caryologia, 53(1), pp.5-8.","Myrmedobia_coleoptrata"
"Animalia","Insecta","Hemiptera","Miridae","Pilophorus","cinnamopterus","Achiasmatic Meiosis","Male","","XY","XY","NOKKALA, S. and NOKKALA, C., 1986. Achiasmatic male meiosis of collochore type in the heteropteran family Miridae. Hereditas, 105(2), pp.193-197.","Pilophorus_cinnamopterus"
"Animalia","Insecta","Hemiptera","Miridae","Plagiognathus","arbustorum","Achiasmatic Meiosis","Male","12","XY","XY","Nokkala, S. and Grozeva, S., 2000. Achiasmatic male meiosis in Myrmedobia coleoptrata (Fn.)(Heteroptera, Microphysidae). Caryologia, 53(1), pp.5-8.","Plagiognathus_arbustorum"
"Animalia","Insecta","Hemiptera","Nabidae","Himacerus","apterus","Asynaptic Sex Chromosomes","Male","18","XY","XY","Angus, R.B., McCartney, S. and Thompson, L., 2008. On the karyotypes of the British high chromosome number Nabidae (Insecta: Heteroptera). Comparative Cytogenetics, 2(1), pp.67-72.","Himacerus_apterus"
"Animalia","Insecta","Hemiptera","Nabidae","Himacerus","apterus","Asynaptic Sex Chromosomes","Male","34","XY","XY","Kuznetsova, V.G. and Maryańska‐Nadachowska, A., 2000. Autosomal polyploidy and male meiotic pattern in the bug family Nabidae (Heteroptera). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.87-94.","Himacerus_apterus"
"Animalia","Insecta","Hemiptera","Nabidae","Himacerus","maracandicus","Asynaptic Sex Chromosomes","Male","34","XY","XY","Kuznetsova, V.G. and Maryańska‐Nadachowska, A., 2000. Autosomal polyploidy and male meiotic pattern in the bug family Nabidae (Heteroptera). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.87-94.","Himacerus_maracandicus"
"Animalia","Insecta","Hemiptera","Nabidae","Himacerus","mirmicoides","Asynaptic Sex Chromosomes","Male","34","XY","XY","Kuznetsova, V.G. and Maryańska‐Nadachowska, A., 2000. Autosomal polyploidy and male meiotic pattern in the bug family Nabidae (Heteroptera). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.87-94.","Himacerus_mirmicoides"
"Animalia","Insecta","Hemiptera","Nabidae","Hoplistoscelis","sordidus","Asynaptic Sex Chromosomes","Male","18","XY","XY","Kuznetsova, V.G. and Maryańska‐Nadachowska, A., 2000. Autosomal polyploidy and male meiotic pattern in the bug family Nabidae (Heteroptera). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.87-94.","Hoplistoscelis_sordidus"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","rugosus","Asynaptic Sex Chromosomes","Male","18","XY","XY","Kuznetsova, V.G. and Maryańska‐Nadachowska, A., 2000. Autosomal polyploidy and male meiotic pattern in the bug family Nabidae (Heteroptera). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.87-94.","Nabis_rugosus"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","brevis","Achiasmatic Meiosis","Male","18","XY","XY","NOKKALA, S. and NOKKALA, C., 1984. Achiasmatic male meiosis in the Heteropteran genus Nabis (Nabidae, Hemiptera). Hereditas, 101(1), pp.31-35.","Nabis_brevis"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","brevis","Achiasmatic Meiosis","","","","","Grozeva, S. and Nokkala, S., 2003. C-heterochromatin and extra (B) chromosome distribution in six species of the Nabis (Heteroptera, Nabidae) with the modal male karyotype 2n= 16+ XY. FOLIA BIOLOGICA-KRAKOW-, 51(1/2), pp.13-22.","Nabis_brevis"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","ericetorum","Asynaptic Sex Chromosomes","","","","","Grozeva, S. and Nokkala, S., 2003. C-heterochromatin and extra (B) chromosome distribution in six species of the Nabis (Heteroptera, Nabidae) with the modal male karyotype 2n= 16+ XY. FOLIA BIOLOGICA-KRAKOW-, 51(1/2), pp.13-22.","Nabis_ericetorum"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","ferus","Asynaptic Sex Chromosomes","Male","18","XY","XY","Kuznetsova, V.G. and Maryańska‐Nadachowska, A., 2000. Autosomal polyploidy and male meiotic pattern in the bug family Nabidae (Heteroptera). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.87-94.","Nabis_ferus"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","ferus","Asynaptic Sex Chromosomes","","18","","","Kuznetsova, V.G. and Maryańska‐Nadachowska, A., 2000. Autosomal polyploidy and male meiotic pattern in the bug family Nabidae (Heteroptera). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.87-94.","Nabis_ferus"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","flavomarginatus","Achiasmatic Meiosis","Male","18","XY","XY","Kuznetsova, V.G. and Maryańska‐Nadachowska, A., 2000. Autosomal polyploidy and male meiotic pattern in the bug family Nabidae (Heteroptera). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.87-94.","Nabis_flavomarginatus"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","flavomarginatus","Achiasmatic Meiosis","Male","18","XY","XY","NOKKALA, S. and NOKKALA, C., 1984. Achiasmatic male meiosis in the Heteropteran genus Nabis (Nabidae, Hemiptera). Hereditas, 101(1), pp.31-35.","Nabis_flavomarginatus"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","flavomarginatus","Achiasmatic Meiosis","","18","","","Kuznetsova, V.G. and Maryańska‐Nadachowska, A., 2000. Autosomal polyploidy and male meiotic pattern in the bug family Nabidae (Heteroptera). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.87-94.","Nabis_flavomarginatus"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","indicus","Asynaptic Sex Chromosomes","Male","34","XY","XY","Kuznetsova, V.G., Grozeva, S.N.E.J.A.N.A. and Nokkala, S., 2004. New cytogenetic data on Nabidae (Heteroptera: Cimicomorpha), with a discussion of karyotype variation and meiotic patterns, and their taxonomic significance. European Journal of Entomology, 101, pp.205-210.","Nabis_indicus"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","limbatrus","Achiasmatic Meiosis","","","","","Grozeva, S. and Nokkala, S., 2003. C-heterochromatin and extra (B) chromosome distribution in six species of the Nabis (Heteroptera, Nabidae) with the modal male karyotype 2n= 16+ XY. FOLIA BIOLOGICA-KRAKOW-, 51(1/2), pp.13-22.","Nabis_limbatrus"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","limbatus","Achiasmatic Meiosis","Male","18","XY","XY","Kuznetsova, V.G. and Maryańska‐Nadachowska, A., 2000. Autosomal polyploidy and male meiotic pattern in the bug family Nabidae (Heteroptera). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.87-94.","Nabis_limbatus"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","limbatus","Achiasmatic Meiosis","Male","18","XY","XY","NOKKALA, S. and NOKKALA, C., 1984. Achiasmatic male meiosis in the Heteropteran genus Nabis (Nabidae, Hemiptera). Hereditas, 101(1), pp.31-35.","Nabis_limbatus"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","meridionalis","Asynaptic Sex Chromosomes","Male","18","XY","XY","Kuznetsova, V.G. and Maryańska‐Nadachowska, A., 2000. Autosomal polyploidy and male meiotic pattern in the bug family Nabidae (Heteroptera). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.87-94.","Nabis_meridionalis"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","meridionalis","Asynaptic Sex Chromosomes","","18","","","Kuznetsova, V.G. and Maryańska‐Nadachowska, A., 2000. Autosomal polyploidy and male meiotic pattern in the bug family Nabidae (Heteroptera). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.87-94.","Nabis_meridionalis"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","pallidus","Asynaptic Sex Chromosomes","Male","34","XY","XY","Kuznetsova, V.G. and Maryańska‐Nadachowska, A., 2000. Autosomal polyploidy and male meiotic pattern in the bug family Nabidae (Heteroptera). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.87-94.","Nabis_pallidus"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","pallidus","Asynaptic Sex Chromosomes","","34","","","Kuznetsova, V.G. and Maryańska‐Nadachowska, A., 2000. Autosomal polyploidy and male meiotic pattern in the bug family Nabidae (Heteroptera). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.87-94.","Nabis_pallidus"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","pseudoferus","Asynaptic Sex Chromosomes","Male","18","XY","XY","Kuznetsova, V.G. and Maryańska‐Nadachowska, A., 2000. Autosomal polyploidy and male meiotic pattern in the bug family Nabidae (Heteroptera). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.87-94.","Nabis_pseudoferus"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","pseudoferus pseudoferus","Asynaptic Sex Chromosomes","","","","","Grozeva, S. and Nokkala, S., 2003. C-heterochromatin and extra (B) chromosome distribution in six species of the Nabis (Heteroptera, Nabidae) with the modal male karyotype 2n= 16+ XY. FOLIA BIOLOGICA-KRAKOW-, 51(1/2), pp.13-22.","Nabis_pseudoferus pseudoferus"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","punctatus","Asynaptic Sex Chromosomes","Male","18","XY","XY","Kuznetsova, V.G. and Maryańska‐Nadachowska, A., 2000. Autosomal polyploidy and male meiotic pattern in the bug family Nabidae (Heteroptera). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.87-94.","Nabis_punctatus"
"Animalia","Insecta","Hemiptera","Nabidae","Nabis","punctatus","Asynaptic Sex Chromosomes","","18","","","Kuznetsova, V.G. and Maryańska‐Nadachowska, A., 2000. Autosomal polyploidy and male meiotic pattern in the bug family Nabidae (Heteroptera). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.87-94.","Nabis_punctatus"
